title,BT_score.1_is_Pass,TMDB_ID,budget,language,popularity,year,revenue,runtime,TMDB_rating,votes,primary_genre
Fruitvale Station,1,157354,900000,en,9.45,2013-07-26,17549645,82,7.4,957,Drama
G.B.F.,1,174323,3200000,en,0.6,2013-04-19,0,93,6,358,Comedy
G.I. Joe: Retaliation,1,72559,130000000,en,55.828,2013-03-27,371876278,110,5.6,4719,Science Fiction
Gabrielle,1,215031,0,fr,2.498,2013-09-20,0,104,6.6,29,Drama
The Gamers: Hands of Fate,1,214264,0,en,2.579,2013-08-15,405916,125,6.2,13,Fantasy
Gangster Squad,0,82682,60000000,en,16.329,2013-01-10,105200903,113,6.3,3333,Crime
Geography Club,1,197033,0,en,7.621,2013-05-22,0,79,6.4,119,Comedy
The German Doctor,1,188761,0,es,7.018,2013-05-19,0,90,6.5,105,Drama
Gimme Shelter,0,232175,7500000,en,10.71,2013-10-17,1359910,101,6.7,206,Drama
Girl Most Likely,1,72890,0,en,10.079,2012-09-07,0,103,5.7,211,Comedy
Gloria,1,264401,0,es,9.953,2014-10-20,0,120,7.3,92,Music
Go for Sisters,1,172542,0,en,2.457,2013-11-08,0,123,5.7,10,Crime
Grace Unplugged,1,206284,0,en,20.896,2013-10-04,0,102,6.3,51,Drama
The Grand Seduction,0,209185,12700000,en,12.494,2013-09-08,3430018,112,6.7,228,Comedy
The Grandmaster,0,44865,3860000,zh,22.056,2013-01-10,64076736,130,6.5,628,Action
Gravity,0,49047,105000000,en,23.794,2013-10-03,723192705,91,7.2,12858,Science Fiction
The Great Gatsby,1,64682,105000000,en,29.776,2013-05-10,351040419,143,7.4,10040,Drama
Grown Ups 2,0,109418,80000000,en,95.362,2013-07-11,247022278,101,6.1,3236,Comedy
Hammer of the Gods,0,192538,0,en,8.981,2013-07-05,641,99,4.4,120,History
Hansel & Gretel: Witch Hunters,1,60304,50000000,en,86.708,2013-01-17,226349749,88,6,5683,Fantasy
Hansel and Gretel Get Baked,1,165864,4500000,en,13.186,2013-02-19,0,86,5,163,Horror
Haunt,1,517116,0,en,16.375,2019-09-13,0,92,6.7,711,Horror
Haunter,1,166271,0,en,10.554,2013-10-17,0,97,6,431,Horror
Haute Cuisine,1,139651,0,fr,9.938,2012-09-17,11384015,95,6.3,202,Comedy
The Heat,1,136795,43000000,en,50.908,2013-06-27,158674180,117,6.6,3267,Action
Her,0,152601,23000000,en,24.938,2013-12-18,47351251,126,7.9,11558,Romance
The Hit Girl,1,268868,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Hobbit: The Desolation of Smaug,1,57158,250000000,en,100.502,2013-12-11,958400000,161,7.6,10522,Fantasy
Homefront,0,204082,22000000,en,28.67,2013-11-12,43058898,100,7,2705,Action
Horns,1,149509,0,en,23.477,2013-09-06,0,120,6.3,1897,Drama
The Host,1,72710,44000000,en,28.762,2013-03-22,63327201,125,6.3,3480,Action
The Hot Flashes,1,170752,4000000,en,6.257,2013-07-12,0,99,4.8,41,Comedy
House of Cards,0,47095,0,en,4.07,1993-06-25,0,109,6.6,52,Drama
How I Live Now,1,162215,0,en,12.281,2013-09-10,0,101,6.6,710,Drama
The Hunger Games: Catching Fire,1,101299,130000000,en,50.406,2013-11-15,847423452,146,7.4,14428,Adventure
I Used to Be Darker,1,110550,0,en,4.33,2013-10-04,0,90,6.2,23,Drama
Ida,1,209274,2159280,pl,8.123,2013-10-25,15298355,82,7.3,730,Drama
Identity Thief,0,109431,35000000,en,33.083,2013-02-07,173965010,111,5.8,2824,Comedy
The Immigrant,1,152599,16000000,en,11.104,2013-07-03,5867686,117,6.3,650,Drama
In a World...,1,157360,1000000,en,11.451,2013-08-09,2963902,93,6.4,410,Comedy
In Fear,0,159095,0,en,8.361,2013-04-03,0,85,5.6,164,Thriller
The Incredible Burt Wonderstone,0,124459,30000000,en,23.269,2013-03-14,27437881,100,5.6,1176,Comedy
Inside Llewyn Davis,0,86829,11000000,en,15.76,2013-10-13,32935319,104,7.2,2095,Drama
Insidious: Chapter 2,0,91586,5000000,en,47.458,2013-09-12,161000000,106,6.7,3238,Horror
Instructions Not Included,1,667706,NA,NA,NA,NA,NA,NA,NA,NA,NA
Interior. Leather Bar.,0,158936,0,en,5.381,2013-10-02,0,61,5.8,46,Drama
The Internship,0,116741,58000000,en,1.128,2013-06-07,44000000,119,6.3,3481,Comedy
The Invisible Woman,1,111473,0,en,8.204,2013-12-25,1234254,111,6,145,Drama
Iron Man 3,1,68721,200000000,en,124.801,2013-04-18,1214811252,130,6.9,18598,Action
Is the Man Who Is Tall Happy?,0,167502,0,en,3.279,2013-11-22,0,88,7.1,65,Documentary
Jack and the Cuckoo-Clock Heart,1,204436,33746302,fr,21.333,2014-02-05,3445000,94,7.2,552,Animation
Jack the Giant Slayer,0,81005,195000000,en,45.643,2013-02-27,197687603,114,5.8,4203,Fantasy
Jug Face,1,157115,0,en,7.706,2013-08-09,0,81,5.3,128,Horror
Jurassic Attack,0,166660,0,en,5.105,2013-02-22,0,84,4,34,Action
Justice Is Mind,1,143144,25000,en,0.618,2013-08-18,0,153,7,3,Crime
Justice League: The Flashpoint Paradox,0,183011,3500000,en,41.395,2013-07-30,0,75,7.9,1349,Science Fiction
Kick-Ass 2,1,59859,28000000,en,37.239,2013-07-17,60700000,103,6.4,5058,Action
Kill for Me,1,167305,0,en,9.639,2013-02-12,0,95,5.8,82,Drama
Kill Your Darlings,0,157370,1030064,en,18.679,2013-09-19,0,104,7.1,1122,Drama
Killing Season,0,77663,0,en,37.881,2013-07-12,39881,91,5.5,780,Action
The Kings of Summer,0,156700,0,en,18.459,2013-01-19,0,93,7.1,897,Comedy
Knights of Badassdom,1,74461,0,en,10.219,2013-01-21,0,86,5.7,309,Adventure
The Last Exorcism Part II,1,146203,5000000,en,16.071,2013-02-28,15179302,88,4.7,424,Horror
The Last Keepers,1,60932,0,en,2.524,2013-01-04,0,85,4.8,31,Fantasy
The Last of Robin Hood,1,214091,0,en,7.645,2013-09-06,0,92,5.8,46,Drama
Last Passenger,1,104329,0,en,10.991,2013-10-18,0,96,5.6,111,Action
The Last Stand,0,76640,30000000,en,17.827,2013-01-12,0,107,6,2236,Action
Last Vegas,0,137093,28000000,en,31.518,2013-10-31,134402450,105,6.4,1757,Comedy
Legends of Oz: Dorothy's Return,1,59981,70000000,en,17.142,2014-05-08,18662027,88,6.1,222,Animation
Life Inside Out,1,309018,0,en,3.162,2014-10-17,0,102,5.9,7,Music
The Lifeguard,1,157375,0,en,11.491,2013-08-30,0,98,5.4,235,Drama
Locke,0,210479,2000000,en,9.254,2014-04-10,4635300,85,6.9,2102,Drama
The Lone Ranger,0,57201,215000000,en,54.654,2013-07-03,260502115,149,6.1,4919,Action
Lone Survivor,0,193756,40000000,en,27.8,2013-12-24,149295601,121,7.4,3318,War
The Look of Love,1,158914,0,en,9.852,2013-04-26,0,105,5.7,80,Comedy
Lost Angel,0,190895,0,en,1.4,1943-12-23,0,91,7.7,3,Drama
The Love Punch,1,209249,0,en,10.329,2013-09-12,0,94,6,349,Comedy
Lovelace,1,77805,10000000,en,35.043,2013-08-08,1585582,92,6,523,Drama
The Lunchbox,1,191714,3400000,hi,8.172,2013-09-20,17240000,104,7.3,519,Drama
Machete Kills,1,106747,12000000,en,24.107,2013-09-12,15008161,107,5.6,1511,Action
The Machine,1,174675,1500000,en,11.311,2013-04-25,314131,92,5.9,634,Science Fiction
Maidentrip,1,169760,0,en,4.008,2014-01-17,0,82,7.1,51,Adventure
Mama,1,132232,15000000,en,34.242,2013-01-17,146497771,100,6.2,3426,Horror
Man of Steel,1,49521,225000000,en,105.043,2013-06-12,754045518,143,6.6,12621,Action
Man of Tai Chi,1,76544,25000000,en,39.258,2013-07-04,2054941,105,6,671,Action
Mandela: Long Walk to Freedom,0,192136,35000000,en,12.721,2013-12-06,27333835,141,6.9,433,Drama
Mary and Martha,1,176339,0,en,7.39,2013-03-01,0,90,6.7,66,Drama
Monster Pies,0,168022,0,en,3.492,2013-04-10,0,85,6.4,32,Drama
Monsters University,0,62211,200000000,en,80.516,2013-06-19,743559607,104,7,8686,Animation
The Mortal Instruments: City of Bones,1,123553,60000000,en,66.983,2013-08-21,95396573,130,6.4,3898,Fantasy
Moving Mountains,1,377692,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mt. Zion,0,170744,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mud,0,103731,10000000,en,9.108,2013-04-26,21587700,130,7.1,2236,Drama
Nebraska,1,129670,12000000,en,10.634,2013-09-21,27682872,115,7.4,1396,Drama
Night Train to Lisbon,0,160139,7700000,en,10.014,2013-03-07,0,111,6.6,307,Mystery
Now You See Me,0,75656,75000000,en,90.247,2013-05-29,351723989,116,7.4,13186,Thriller
The Numbers Station,0,77234,10000000,en,22.48,2013-04-18,0,90,5.5,435,Action
Oblivion,1,75612,120000000,en,36.329,2013-04-10,286168572,124,6.6,8938,Action
Odd Thomas,1,179826,27000000,en,83.106,2013-01-29,0,100,6.9,928,Mystery
Oldboy,0,87516,30000000,en,16.678,2013-11-14,5186767,104,5.9,1553,Drama
Olympus Has Fallen,0,117263,70000000,en,53.619,2013-03-20,161025640,120,6.3,5488,Action
Once Upon a Time in Vietnam,0,175447,0,vi,2.402,2013-08-21,0,102,5.8,6,Fantasy
Only God Forgives,1,77987,4800000,en,11.306,2013-05-30,10337387,90,5.9,1940,Drama
Only Lovers Left Alive,1,152603,7000000,en,14.448,2013-12-12,7600000,123,7.3,1682,Drama
Open Road,1,192210,3000000,en,4.359,2013-04-12,0,85,5.2,30,Action
Out of the Furnace,0,164457,22000000,en,13.16,2013-12-06,15400000,116,6.6,1529,Thriller
Oz the Great and Powerful,1,68728,200000000,en,37.764,2013-03-07,491868548,130,5.9,5787,Fantasy
Pacific Rim,0,68726,180000000,en,127.67,2013-07-11,407602906,131,6.8,10137,Action
Pain & Gain,0,134374,25000000,en,74.184,2013-04-18,87305549,130,6.2,3540,Crime
Palo Alto,1,192132,0,en,10.304,2014-05-09,919591,100,6.2,719,Drama
Parker,1,119283,35000000,en,51.012,2013-01-23,46216641,118,6,2487,Action
Particle Fever,1,202141,0,en,6.23,2013-06-14,0,99,7.1,192,Documentary
Pasadena,1,843732,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patema Inverted,0,212167,0,ja,23.267,2013-11-09,0,98,7.4,269,Animation
Peeples,1,72359,15,en,5.114,2013-05-09,0,95,5.4,52,Comedy
Percy Jackson: Sea of Monsters,1,76285,90000000,en,46.275,2013-08-07,199850315,106,6,4302,Adventure
Philomena,1,205220,12000000,en,11.22,2013-11-01,100129872,98,7.4,1292,Drama
The Physician,0,169881,36000000,en,18.765,2013-12-25,57284237,155,7.3,859,Adventure
Planes,0,151960,50000000,en,34.088,2013-08-09,219788712,91,5.9,1285,Animation
Plush,1,215881,0,en,8.047,2013-09-13,0,98,5.7,84,Thriller
The Pretty One,1,174337,0,en,7.042,2014-02-07,13769,90,6.3,199,Comedy
Prince Avalanche,0,113148,725000,en,9.768,2013-02-13,0,94,6.2,217,Comedy
The Princess Twins of Legendale,1,248372,0,en,0.956,2013-08-15,0,73,7.7,3,Animation
Prisoners,1,146233,46000000,en,35.427,2013-09-18,122126687,153,8,8661,Drama
The Punk Singer,1,178290,0,en,5.321,2013-11-29,0,80,7.2,61,Documentary
The Purge,1,158015,3000000,en,79.617,2013-05-31,89328627,86,6.3,6933,Science Fiction
R.I.P.D.,0,49524,130000000,en,51.067,2013-07-18,61648500,96,5.8,3014,Fantasy
The Railway Man,0,127560,18000000,en,8.778,2013-12-02,24174885,116,6.9,574,Drama
Remember Sunday,1,188538,0,en,7.718,2013-04-21,0,96,7.1,438,TV Movie
The Returned,1,227094,0,en,6.42,2013-11-15,0,98,6.1,159,Horror
Rewind,0,217341,0,en,4.361,2013-08-26,0,76,5.9,32,Science Fiction
Riddick,0,87421,38000000,en,65.472,2013-09-02,98337295,119,6.3,3303,Science Fiction
Riley Rewind,1,232100,0,en,1.717,2013-12-12,0,50,6.8,13,Fantasy
Runner Runner,0,146238,30000000,en,12.029,2013-09-24,62616646,91,5.7,1002,Crime
Sadako 3D 2,1,257527,0,ja,2.998,2013-08-30,0,96,5,36,Horror
Safe Haven,1,112949,28000000,en,13.003,2013-02-07,97594140,115,7.3,2008,Romance
Saving Mr. Banks,1,140823,35000000,en,13.871,2013-11-16,112544580,125,7.4,2772,Comedy
The Secret Life of Walter Mitty,1,116745,90000000,en,28.807,2013-12-18,188133322,114,7.1,6289,Adventure
The Selfish Giant,0,194101,0,en,8.344,2013-05-16,12189,91,7.3,165,Drama
Sharknado,1,205321,1000000,en,9.492,2013-07-11,0,86,3.9,1261,Science Fiction
She Made Them Do It,0,157449,0,en,5.046,2012-12-28,0,90,5.7,32,TV Movie
Short Term 12,1,169813,0,en,10.042,2013-08-23,1600000,96,7.8,1009,Drama
Side Effects,1,109421,30000000,en,9.397,2013-02-07,63372757,106,6.6,2552,Thriller
The Sisters Plotz,1,369809,0,en,0.6,2015-11-24,0,100,0,0,Comedy
Skinwalker Ranch,0,224815,0,en,8.456,2013-10-30,0,86,5.3,95,Thriller
Sleeping with the Fishes,1,291375,0,en,2.421,2013-08-10,0,95,6.2,5,Comedy
The Smurfs 2,1,77931,105000000,en,40.967,2013-07-30,347434178,105,5.8,1755,Fantasy
Snowpiercer,1,110415,39200000,ko,48.56,2013-08-01,86758912,127,6.9,7671,Action
Some Girl(s),0,172897,0,en,5.308,2013-06-28,0,90,5.2,60,Comedy
The Spectacular Now,0,157386,2500000,en,27.414,2013-08-02,6854611,95,6.6,2417,Comedy
Stalingrad,0,11101,0,de,14.809,1993-01-21,0,134,7.3,382,Drama
Star Trek Into Darkness,0,54138,190000000,en,45.331,2013-05-05,467365246,132,7.3,7758,Action
The Starving Games,1,225703,4500000,en,1.045,2013-11-07,0,83,4.2,496,Comedy
Still Life,0,216156,0,en,10.525,2013-11-28,0,92,7.6,257,Drama
Stoker,1,86825,12000000,en,13.908,2013-02-28,12077441,99,6.6,1775,Drama
Stranger by the Lake,0,186992,0,fr,10.343,2013-05-17,0,97,6.3,299,Drama
Summer League,1,270805,5000,en,0.6,2013-03-18,0,79,4,3,Comedy
Sunshine on Leith,1,214100,0,en,8.525,2013-10-03,0,100,6.6,98,Music
Suzanne,1,190853,0,fr,5.726,2013-12-17,0,90,6.9,99,Drama
The Tale of The Princess Kaguya,1,149871,49300000,ja,15.426,2013-11-23,24366656,137,8.1,1236,Animation
Tangerines,0,238628,0,et,8.032,2013-10-16,0,87,7.7,349,Drama
Teen Beach Movie,1,177888,0,en,16.905,2013-08-07,0,96,6.9,744,Family
Texas Chainsaw 3D,1,76617,10000000,en,35.368,2013-01-03,0,92,5.5,1179,Horror
Thanks for Sharing,0,112200,0,en,10.182,2013-09-19,3499442,112,5.9,440,Comedy
This Is the End,0,109414,32000000,en,48.809,2013-06-12,126041322,107,6.2,5158,Action
Thor: The Dark World,1,76338,170000000,en,108.699,2013-10-30,644571402,112,6.6,14117,Action
Tim's Vermeer,0,212063,0,en,6.881,2013-12-06,0,80,7.3,127,Documentary
The To Do List,1,129139,1500000,en,13.833,2013-07-24,3566225,104,5.8,841,Comedy
Touchy Feely,1,154282,0,en,6.9,2013-09-06,35022,89,4.8,61,Drama
Tracks,1,75025,0,en,2.028,2005-09-09,0,92,4,1,Crime
Trance,0,68727,20000000,en,9.974,2013-03-27,24261569,101,6.6,1780,Thriller
Trap for Cinderella,1,199723,0,en,4.414,2013-07-12,0,100,5.1,28,Thriller
The Truth About Emanuel,1,157351,0,en,9.327,2014-01-10,0,96,6,196,Drama
Turbo,1,77950,135000000,en,27.337,2013-07-11,282570682,96,6.2,2548,Animation
UMMAH - Unter Freunden,0,218688,0,de,1.711,2013-09-12,0,107,6.8,16,Comedy
Upstream Color,0,145197,100000,en,9.106,2013-04-05,444098,96,6.5,576,Drama
V/H/S/2,1,159117,0,en,22.06,2013-06-06,21833,95,6.2,730,Horror
Very Good Girls,1,70706,0,en,8.913,2013-01-22,0,91,5.9,363,Drama
Vino Veritas,1,247466,0,en,0.667,2013-07-28,0,96,10,1,Comedy
The Vivian Maier Mystery,1,271295,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wadjda,1,129112,0,ar,7.291,2012-08-31,1347747,98,7.3,369,Drama
Warm Bodies,0,82654,35000000,en,27.373,2013-01-31,116980662,97,6.4,5237,Horror
Wastelands,0,340799,0,nl,0.6,2013-03-16,0,13,6,5,Drama
The Way Way Back,1,147773,4600000,en,19.409,2013-06-06,23198652,103,7.1,1377,Comedy
We Are What We Are,1,159128,0,en,9.206,2013-09-27,81381,105,5.7,429,Drama
We're the Millers,1,138832,37000000,en,35.107,2013-08-07,269994119,110,6.8,7226,Comedy
Welcome to the Punch,0,93828,8500000,en,11.179,2013-03-15,9747,99,5.9,508,Action
Wetlands,1,474170,0,en,3.229,2017-09-15,0,98,5.1,9,Crime
What If,1,212716,11000000,en,13.866,2013-09-07,7847000,93,6.7,1638,Drama
White House Down,0,117251,150000000,en,75.073,2013-06-27,205366737,131,6.4,3850,Action
White Lies,1,109528,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Wine of Summer,1,357110,0,en,3.036,2013-09-13,0,90,7.7,3,Drama
The Wolf of Wall Street,1,106646,100000000,en,196.62,2013-12-25,392000000,180,8,18701,Crime
The Wolverine,1,76170,120000000,en,14.665,2013-07-23,415440673,126,6.4,7921,Action
Words and Pictures,1,214075,0,en,9.019,2014-05-22,3346257,111,6.5,182,Comedy
World War Z,1,72190,200000000,en,144.353,2013-06-20,531865000,116,6.8,12509,Action
The World's End,0,107985,20000000,en,34.818,2013-07-18,46089287,109,6.8,4283,Comedy
Wrong Cops,0,158990,0,en,7.036,2013-12-18,0,83,6.2,204,Comedy
Yeh Jawaani Hai Deewani,1,185008,7700000,hi,6.552,2013-05-31,46000000,160,7.4,184,Comedy
The Young and Prodigious T.S. Spivet,1,157841,33000000,en,11.102,2013-10-16,9494789,105,6.8,562,Adventure
Young Detective Dee: Rise of the Sea Dragon,0,217923,0,zh,9.006,2013-09-27,98774891,133,6.2,194,Action
The Zero Theorem,0,157834,8500000,en,12.018,2013-09-20,770706,107,6.1,942,Drama
Zombie Hunter,1,206213,0,en,10.871,2013-07-25,0,93,3.8,69,Comedy
2 Days in New York,1,84165,8000000,en,7.596,2012-03-28,1653792,91,5.7,227,Comedy
21 Jump Street,0,64688,42000000,en,59.364,2012-03-14,201585328,109,6.9,8558,Action
A Halloween Puppy,0,134461,0,en,2.219,2012-10-31,0,80,2.7,3,Family
A Late Quartet,1,121879,0,en,8.849,2012-11-02,6303709,105,6.8,175,Music
A Royal Affair,1,88273,8000000,da,9.505,2012-03-29,14758997,137,7.4,674,Drama
A Thousand Words,0,72358,40000000,en,35.41,2012-03-07,22044277,91,6.1,1070,Drama
About Cherry,1,94901,2500000,en,11.612,2012-02-14,8315,102,4.5,214,Drama
Abraham Lincoln: Vampire Hunter,1,72331,69000000,en,156.58,2012-06-20,116471580,94,5.7,2638,Action
Act of Valor,0,75674,12000000,en,15.738,2012-02-24,81272766,110,6.4,822,Action
Alien Tornado,1,104185,0,en,7.271,2012-04-21,0,85,4.4,34,Science Fiction
The Amazing Spider-Man,0,1930,215000000,en,856.63,2012-06-23,757930663,136,6.6,13645,Action
American Mary,1,126277,0,en,12.755,2012-05-31,0,102,6.1,364,Horror
American Warships,1,97632,0,en,8.401,2012-05-15,1000000,90,3.7,44,Action
Amour,1,86837,8900000,fr,12.018,2012-07-01,29844753,127,7.8,1233,Drama
The Angels' Share,0,103747,0,en,7.999,2012-06-01,7034007,101,7,406,Drama
Anna Karenina,0,96724,0,en,13.156,2012-09-06,68929150,130,6.7,1905,Drama
Any Questions for Ben?,0,88478,0,en,3.979,2012-02-09,0,114,5.5,13,Comedy
Arachnoquake,1,116463,0,en,9.442,2012-06-23,0,86,4.2,53,Horror
Arbitrage,0,60599,12000000,en,11.855,2012-09-14,35485056,100,6.3,657,Drama
Argo,1,68734,44500000,en,17.682,2012-03-22,232325503,120,7.3,6797,Drama
As High as the Sky,1,180097,NA,NA,NA,NA,NA,NA,NA,NA,NA
Augustine,1,127856,0,fr,4.922,2012-11-07,0,102,5.4,46,Drama
The Avengers,0,24428,220000000,en,258.431,2012-04-25,1518815515,143,7.7,25765,Science Fiction
Bachelorette,1,84174,3000000,en,37.666,2012-01-23,11947954,87,5.4,1031,Comedy
Bad Parents,1,214426,0,en,4.488,2012-10-18,0,100,3.8,14,Comedy
Barbara,1,451618,0,fr,5.568,2017-09-06,0,98,5.9,79,Music
Barfi!,0,127501,4437508,hi,9.069,2012-09-13,2804874,151,7.5,226,Drama
Battleship,0,44833,209000000,en,33.266,2012-04-11,303025485,131,5.8,4446,Thriller
The Bay,0,123105,0,en,10.438,2012-09-13,30668,84,5.6,534,Horror
BearCity 2: The Proposal,1,103133,0,en,3.523,2012-06-11,0,113,6.2,16,Comedy
Beasts of the Southern Wild,1,84175,1800000,en,10.302,2012-06-29,21107746,93,6.8,838,Drama
Being Flynn,0,78571,0,en,9.671,2012-03-02,540152,102,6.2,195,Drama
Berberian Sound Studio,0,116811,0,en,9.421,2012-08-30,0,92,6.1,245,Horror
Best Man Down,1,138222,1500000,en,10.483,2012-10-20,1938,90,6.7,135,Comedy
Big Miracle,1,78698,40000000,en,14.097,2012-02-02,24719215,107,6.6,370,Adventure
Bikini Spring Break,1,114574,500000,en,5.632,2012-06-26,500000,87,3.8,40,Comedy
Bindlestiffs,1,103609,0,en,2.305,2012-01-22,0,80,4.3,9,Comedy
Black Rock,1,84178,0,en,7.728,2012-01-21,0,79,4.8,192,Thriller
Blood Fare,0,64932,0,en,0.6,2012-08-31,0,86,1,1,Action
Blue Lagoon: The Awakening,1,115290,0,en,21.113,2014-12-08,0,85,6.5,1109,Drama
Blue Like Jazz,1,98369,1250000,en,5.837,2012-04-13,0,106,5.8,46,Drama
The Body,1,550148,0,en,9.636,2018-09-21,0,83,6.6,73,Thriller
The Bourne Legacy,1,49040,130000000,en,47.801,2012-08-08,276572938,135,6.2,4687,Action
The Brass Teapot,1,127867,0,en,15.198,2012-09-08,0,100,6.1,379,Comedy
Brave,1,62177,185000000,en,76.073,2012-06-21,538983207,93,7,11070,Animation
The Broken Circle Breakdown,1,137182,0,nl,8.955,2012-10-09,5475058,112,7.7,859,Drama
Bullet to the Head,0,70074,55000000,en,26.506,2013-01-31,9489829,92,5.5,971,Action
Byzantium,1,102780,10000000,en,9.572,2012-09-09,89237,118,6.3,640,Drama
Call Girl,1,127872,6075000,sv,9.258,2012-11-09,0,140,6.5,57,Thriller
Call Me Kuchu,1,133823,0,en,3.894,2012-02-11,0,85,6.9,14,Documentary
The Campaign,0,77953,95000000,en,10.79,2012-08-09,104907746,85,5.8,1365,Comedy
Cheesecake Casserole,1,114591,0,en,1.054,2012-07-03,0,92,4,3,Comedy
Chernobyl Diaries,0,93856,0,en,52.014,2012-05-24,18112929,88,5.2,1241,Horror
Chronicle,0,76726,15000000,en,85.409,2012-02-01,145000000,84,6.8,4155,Science Fiction
Citadel,0,52001,0,en,8.987,2012-03-11,0,85,5.3,111,Drama
The Citizen,0,171698,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cloud Atlas,1,83542,102000000,en,18.78,2012-10-26,130482868,172,6.9,5906,Drama
Cockneys vs Zombies,0,114606,0,en,24.678,2012-08-31,0,88,5.7,302,Comedy
Cocktail,1,7520,20000000,en,10.451,1988-07-29,171504781,104,6,1055,Romance
Comes a Bright Day,0,116723,0,en,4.418,2012-02-12,0,91,5.7,28,Romance
The Company You Keep,0,87496,0,en,11.376,2012-09-06,19633027,121,6.2,527,Drama
Compliance,1,84188,270000,en,10.61,2012-08-23,319285,90,6.4,495,Drama
Contraband,1,77866,25000000,en,54.428,2012-01-12,96262212,109,6.3,1654,Thriller
Cosmopolis,0,49014,20500000,en,9.292,2012-05-25,6063556,109,5.7,946,Drama
Cybergeddon,1,516783,0,en,1.4,2012-09-25,0,89,6,6,Thriller
Dabangg 2,0,147405,13650000,hi,7.553,2012-12-21,0,125,5.3,80,Action
The Dark Knight Rises,0,49026,250000000,en,90.341,2012-07-16,1081041287,165,7.8,18615,Action
Dark Shadows,1,62213,150000000,en,42.897,2012-05-09,245527149,113,6,5944,Comedy
Dead Man's Burden,0,116340,0,en,2.45,2012-06-16,0,93,5.5,11,Drama
Decay,1,364088,0,en,3.808,2015-11-09,0,98,4.3,13,Drama
The Devil Inside,1,76487,1000000,en,18.992,2012-01-06,101758490,83,4.8,629,Thriller
The Devil's Carnival,0,100493,500000,en,5.73,2012-04-05,0,55,6,66,Horror
Diary of a Wimpy Kid: Dog Days,1,82650,22000000,en,20.723,2012-08-02,76196538,94,6.3,701,Comedy
The Dictator,0,76493,65000000,en,25.641,2012-05-15,179379533,83,6.1,4588,Comedy
Django Unchained,0,68718,100000000,en,68.514,2012-12-25,425368238,165,8.1,21581,Drama
Dripping in Chocolate,1,442170,0,en,2.209,2012-04-07,0,90,5.7,3,Crime
Eega,0,148265,5990000,te,6.841,2012-07-05,19450000,145,6.9,128,Fantasy
Electrick Children,1,89237,0,en,6.776,2012-07-11,0,96,6.4,100,Drama
End of Watch,1,77016,7000000,en,18.988,2012-09-20,48126384,109,7.3,2473,Crime
English Vinglish,1,118628,2840000,hi,7.784,2012-09-21,11620000,134,7.2,189,Comedy
Ernest & Celestine,0,126319,12516654,fr,8.177,2012-12-12,8109160,78,7.8,432,Animation
Escape Fire: The Fight to Rescue American Healthcare,1,84192,0,en,1.279,2012-10-05,0,100,7.6,10,Documentary
Evangelion: 3.0 You Can (Not) Redo,1,75629,0,ja,29.52,2012-11-17,60487945,96,7.4,476,Animation
Excision,1,84194,0,en,14.372,2012-09-12,0,81,6.2,402,Drama
The Expendables 2,1,76163,100000000,en,53.777,2012-08-08,314975955,103,6.3,5488,Action
Extracted,0,97605,0,en,8.384,2012-03-10,0,85,6.1,171,Science Fiction
The Factory,1,136911,25000000,en,8.421,2011-10-19,0,108,5.7,222,Crime
Fast Girls,1,113294,0,en,4.89,2012-06-15,0,91,6.1,68,Drama
The Five-Year Engagement,1,72207,30000000,en,17.823,2012-04-27,54169363,124,5.8,1085,Comedy
Flight,1,87502,31000000,en,20.718,2012-11-02,161772375,138,6.8,4853,Drama
"For a Good Time, Call...",1,84200,850000,en,9.238,2012-08-31,1243961,85,5.9,239,Comedy
Foreign Letters,1,176069,0,en,2.274,2012-04-22,0,100,6,7,Comedy
Four Assassins,0,132236,0,en,3.341,2013-05-14,0,83,4.8,10,Thriller
Frances Ha,1,121986,0,en,12.636,2013-05-17,4069826,86,7.4,1127,Comedy
Frankenweenie,0,62214,39000000,en,42.878,2012-10-04,81493846,87,6.9,2561,Animation
Future Weather,1,138202,0,en,3.248,2012-04-29,0,100,6.2,13,Drama
Gambit,0,97434,0,en,10.699,2012-04-25,0,89,5.4,518,Comedy
Game Change,1,91010,0,en,10.669,2012-03-09,0,118,6.9,234,Drama
Gayby,1,458877,0,en,4.094,2012-01-01,0,85,6.1,19,Comedy
The Giant Mechanical Man,1,100046,0,en,8.105,2012-04-27,0,94,6.6,116,Comedy
Girl in Progress,1,82618,5000000,en,10.893,2012-05-11,4709246,93,5.6,98,Comedy
Golden Winter,0,134671,0,en,2.363,2012-09-25,0,90,5,5,Family
Good Vibrations,1,130593,0,en,4.2,2012-05-31,0,97,6.9,71,Music
Grabbers,1,84204,0,en,12.473,2012-08-10,0,94,6.2,321,Science Fiction
